id,fraction,r,g,b
r_83_100,0.07004759,25.0,13.0,9.0
r_83_100,0.058447354,134.0,46.0,16.0
r_83_100,0.034354553,160.0,113.0,40.0
r_83_100,0.034949433,38.0,10.0,6.0
r_83_100,0.010261749,153.0,33.0,19.0
r_83_100,0.038518738,113.0,30.0,10.0
r_83_100,0.02082094,206.0,176.0,93.0
r_84_100,0.25654373,252.0,251.0,249.0
r_84_100,0.04327781,52.0,13.0,4.0
r_84_100,0.08016062,25.0,13.0,8.0
r_84_100,0.0269185,188.0,158.0,76.0
r_84_100,0.06097561,133.0,46.0,17.0
r_84_100,0.028703153,162.0,116.0,44.0
r_84_100,0.031975016,37.0,11.0,6.0
r_84_100,0.011748959,155.0,35.0,21.0
r_84_100,0.04000595,111.0,28.0,9.0
r_84_100,0.021118382,209.0,176.0,94.0
r_85_100,0.2535693,253.0,251.0,249.0
r_85_100,0.04595479,52.0,13.0,5.0
r_85_100,0.07569899,25.0,13.0,9.0
r_85_100,0.06365259,134.0,46.0,17.0
r_85_100,0.026621059,188.0,156.0,75.0
r_85_100,0.028703153,162.0,116.0,45.0
r_85_100,0.003271862,130.0,119.0,115.0
r_85_100,0.039411064,37.0,10.0,6.0
r_85_100,0.011302796,154.0,34.0,20.0
r_85_100,0.041195717,110.0,28.0,9.0
r_86_100,0.060232006,203.0,143.0,72.0
r_86_100,0.061867937,141.0,57.0,21.0
r_86_100,0.024092803,216.0,179.0,100.0
r_86_100,0.049821533,56.0,12.0,4.0
r_86_100,0.031826295,172.0,109.0,43.0
r_86_100,0.04000595,108.0,25.0,8.0
r_86_100,0.023497919,190.0,155.0,75.0
r_86_100,0.037031528,180.0,98.0,42.0
r_86_100,0.013682332,230.0,192.0,124.0
r_86_100,0.011005354,225.0,172.0,99.0
r_87_100,0.25208208,252.0,251.0,249.0
r_87_100,0.048036885,52.0,13.0,4.0
r_87_100,0.081350386,26.0,14.0,8.0
r_87_100,0.061867937,135.0,46.0,16.0
r_87_100,0.020077335,190.0,155.0,74.0
r_87_100,0.03569304,162.0,114.0,40.0
r_87_100,0.03881618,37.0,11.0,6.0
r_87_100,0.041046996,111.0,27.0,9.0
r_87_100,0.025877453,212.0,178.0,97.0
r_87_100,0.008625818,153.0,33.0,20.0
r_88_100,0.05651398,202.0,143.0,72.0
r_88_100,0.06409875,141.0,57.0,21.0
r_88_100,0.049077928,54.0,12.0,3.0
r_88_100,0.03732897,172.0,109.0,44.0
r_88_100,0.045211185,109.0,26.0,10.0
r_88_100,0.020969661,190.0,154.0,71.0
r_88_100,0.022903034,216.0,179.0,100.0
r_88_100,0.014723379,231.0,191.0,124.0
r_88_100,0.03138013,179.0,98.0,42.0
r_88_100,0.011005354,229.0,174.0,102.0
r_89_100,0.2492564,252.0,251.0,249.0
r_89_100,0.05517549,51.0,14.0,6.0
r_89_100,0.07778108,26.0,12.0,6.0
r_89_100,0.06647829,137.0,45.0,16.0
r_89_100,0.018738845,191.0,156.0,75.0
r_89_100,0.035395596,162.0,114.0,45.0
r_89_100,0.041195717,38.0,10.0,7.0
r_89_100,0.040600833,115.0,28.0,10.0
r_89_100,0.024985127,211.0,178.0,96.0
r_89_100,0.009071981,155.0,38.0,22.0
r_8_100,0.20136823,150.0,35.0,23.0
r_8_100,0.108120166,113.0,22.0,9.0
r_8_100,0.07019631,60.0,15.0,5.0
r_8_100,0.038221296,149.0,54.0,35.0
r_8_100,0.055472933,130.0,19.0,9.0
r_8_100,0.027215943,179.0,85.0,67.0
r_8_100,0.015169542,186.0,96.0,83.0
r_8_100,0.0148721,215.0,127.0,112.0
r_8_100,0.07138608,87.0,19.0,12.0
r_8_100,0.009518144,160.0,107.0,81.0
r_90_100,0.24821535,252.0,251.0,249.0
r_90_100,0.05770375,51.0,14.0,6.0
r_90_100,0.07852469,26.0,13.0,7.0
r_90_100,0.06558596,138.0,45.0,17.0
r_90_100,0.026323617,211.0,179.0,97.0
r_90_100,0.0297442,163.0,113.0,44.0
r_90_100,0.003718025,126.0,117.0,113.0
r_90_100,0.039411064,38.0,10.0,6.0
r_90_100,0.04283165,116.0,28.0,11.0
r_90_100,0.016954195,193.0,159.0,76.0
r_91_100,0.24598454,252.0,251.0,249.0
r_91_100,0.05636526,52.0,14.0,7.0
r_91_100,0.067221895,136.0,44.0,17.0
r_91_100,0.026323617,211.0,180.0,97.0
r_91_100,0.02528257,162.0,115.0,46.0
r_91_100,0.003866746,125.0,116.0,113.0
r_91_100,0.003420583,180.0,144.0,132.0
r_91_100,0.04729328,37.0,10.0,7.0
r_91_100,0.073914334,26.0,12.0,7.0
r_91_100,0.044913743,116.0,28.0,11.0
r_92_100,0.243605,252.0,251.0,250.0
r_92_100,0.06469364,51.0,15.0,7.0
r_92_100,0.06543724,137.0,45.0,17.0
r_92_100,0.029298037,212.0,180.0,98.0
r_92_100,0.028405711,165.0,115.0,45.0
r_92_100,0.054729328,37.0,11.0,6.0
r_92_100,0.050416417,115.0,25.0,9.0
r_92_100,0.06499108,25.0,12.0,7.0
r_92_100,0.014128495,192.0,157.0,74.0
r_92_100,0.005353956,153.0,38.0,20.0
r_93_100,0.051754907,113.0,26.0,9.0
r_93_100,0.058447354,204.0,143.0,74.0
r_93_100,0.028108269,219.0,183.0,103.0
r_93_100,0.0679655,55.0,13.0,5.0
r_93_100,0.0651398,143.0,55.0,21.0
r_93_100,0.02364664,172.0,108.0,45.0
r_93_100,0.019185008,232.0,193.0,128.0
r_93_100,0.026026174,181.0,98.0,44.0
r_93_100,0.042682927,172.0,90.0,43.0
r_93_100,0.012492564,192.0,155.0,75.0
r_94_100,0.072724566,51.0,15.0,7.0
r_94_100,0.24018441,252.0,251.0,249.0
r_94_100,0.07212968,137.0,44.0,16.0
r_94_100,0.032867342,212.0,182.0,100.0
r_94_100,0.022456871,165.0,117.0,48.0
r_94_100,0.003569304,132.0,121.0,118.0
r_94_100,0.04729328,38.0,10.0,6.0
r_94_100,0.053242117,115.0,26.0,10.0
r_94_100,0.06350387,25.0,12.0,7.0
r_94_100,0.033016063,71.0,36.0,24.0
r_95_100,0.07733492,52.0,15.0,8.0
r_95_100,0.23944081,252.0,251.0,249.0
r_95_100,0.07317073,138.0,43.0,16.0
r_95_100,0.03108269,215.0,183.0,99.0
r_95_100,0.003271862,131.0,119.0,117.0
r_95_100,0.047888163,39.0,10.0,6.0
r_95_100,0.052647233,117.0,26.0,10.0
r_95_100,0.05963712,25.0,11.0,7.0
r_95_100,0.03123141,71.0,36.0,25.0
r_95_100,0.009369423,197.0,159.0,78.0
r_96_100,0.08477097,52.0,14.0,7.0
r_96_100,0.23720999,252.0,251.0,249.0
r_96_100,0.074063055,138.0,43.0,16.0
r_96_100,0.025133848,215.0,184.0,100.0
r_96_100,0.003123141,131.0,119.0,117.0
r_96_100,0.004610351,181.0,147.0,132.0
r_96_100,0.017549077,167.0,116.0,44.0
r_96_100,0.043575253,39.0,9.0,5.0
r_96_100,0.060232006,26.0,12.0,8.0
r_96_100,0.052498512,116.0,27.0,11.0
r_97_100,0.08447353,52.0,15.0,7.0
r_97_100,0.2366151,252.0,251.0,250.0
r_97_100,0.07867341,138.0,42.0,17.0
r_97_100,0.025580011,216.0,187.0,104.0
r_97_100,0.004610351,180.0,145.0,130.0
r_97_100,0.014277216,168.0,119.0,45.0
r_97_100,0.041344438,40.0,10.0,7.0
r_97_100,0.054134443,116.0,26.0,10.0
r_97_100,0.061719216,25.0,11.0,7.0
r_97_100,0.039708506,72.0,37.0,24.0
r_98_100,0.09042237,53.0,14.0,6.0
r_98_100,0.23676383,252.0,251.0,249.0
r_98_100,0.07361689,136.0,42.0,17.0
r_98_100,0.02676978,217.0,186.0,103.0
r_98_100,0.01635931,169.0,118.0,43.0
r_98_100,0.038221296,40.0,10.0,7.0
r_98_100,0.050416417,116.0,26.0,10.0
r_98_100,0.05919096,25.0,11.0,6.0
r_98_100,0.03881618,70.0,37.0,23.0
r_98_100,0.004610351,144.0,37.0,19.0
r_99_100,0.092504464,52.0,14.0,6.0
r_99_100,0.23527662,252.0,251.0,249.0
r_99_100,0.076888755,137.0,41.0,17.0
r_99_100,0.027364664,218.0,187.0,104.0
r_99_100,0.037031528,38.0,11.0,8.0
r_99_100,0.048929207,115.0,26.0,11.0
r_99_100,0.054580607,25.0,10.0,7.0
r_99_100,0.042534206,69.0,36.0,22.0
r_99_100,0.004759072,140.0,34.0,15.0
r_99_100,0.04045211,87.0,15.0,10.0
r_9_100,0.20895301,150.0,34.0,22.0
r_9_100,0.104997024,113.0,23.0,9.0
r_9_100,0.06885783,60.0,16.0,5.0
r_9_100,0.040898275,149.0,53.0,35.0
r_9_100,0.049821533,129.0,19.0,10.0
r_9_100,0.024241524,182.0,86.0,70.0
r_9_100,0.015615705,183.0,96.0,82.0
r_9_100,0.017251637,215.0,126.0,112.0
r_9_100,0.007733492,183.0,71.0,57.0
r_9_100,0.07034503,88.0,20.0,13.0
